Time,F1,F2,F3,F4,F5
2023-01-01 00:00:00,0.8236310114672344,6.377097802236197,1.7393778794713706,1.3166953161415602,10.285317302021436
2023-01-01 01:00:00,-0.9997892663408983,4.737021762847583,2.283466236053737,-0.9497041052765958,9.960108184914926
2023-01-01 02:00:00,2.3615851072416403,5.59541385392675,3.847355293908841,-1.0520070083191224,10.141543892517637
2023-01-01 03:00:00,5.255763138386873,2.274960182197302,2.4989048787361305,0.9763767594043768,10.668285240128903
2023-01-01 04:00:00,4.821882913282859,3.6909013915015936,4.724521527258215,1.6534062695181415,9.726572398751777
2023-01-01 05:00:00,3.9235349856515946,2.3061756190804497,3.042641041088681,1.7953336353083298,10.36159578869552
2023-01-01 06:00:00,6.502217555953284,2.7679786616155577,2.7941515334634888,0.11949961769359296,7.198271250547899
2023-01-01 07:00:00,8.341099901211791,2.900485482393484,3.8705890365899753,1.036753421490773,7.7935641742882655
2023-01-01 08:00:00,9.93114768451649,0.204716893619024,3.9229551908168205,0.3648949844290357,5.604866598783863
2023-01-01 09:00:00,10.108675208378685,-0.8524503057131383,4.353330206774745,2.488197643716833,5.830914906951854
2023-01-01 10:00:00,9.315587458032091,-0.3841683585471506,5.677957870457416,2.149599278870709,6.9271554844771295
2023-01-01 11:00:00,8.50010985398115,-1.034188547728936,3.8379018283313675,0.3725742316975591,6.511973163097437
2023-01-01 12:00:00,8.482276007370452,0.02645596907317671,5.557100971486437,2.3252171112291466,5.474650813494476
2023-01-01 13:00:00,12.099467120844482,-4.212881542658754,4.400294496019247,1.9451818302212223,5.763264619548162
2023-01-01 14:00:00,12.93609224425975,-3.6648790380951786,4.558996663690828,2.588931186552749,3.2319838866239325
2023-01-01 15:00:00,9.710277443870122,-3.752550007591103,4.134358607433549,2.707162997701797,4.604048439996081
2023-01-01 16:00:00,10.331943494754924,-2.167835706172326,3.9769651086233195,2.4578226921303243,4.428991402296807
2023-01-01 17:00:00,9.566395138874114,-4.3124525300734735,3.5327950932568517,2.348426573057939,5.827641261589104
2023-01-01 18:00:00,10.827672475131317,-6.0153906555326,3.9531333514000306,1.6653663572388941,3.84793320602225
2023-01-01 19:00:00,5.370377860365981,-3.9943456721998674,3.2334410500419164,2.0095823247517144,6.3482550827431155
2023-01-01 20:00:00,9.027071340324191,-7.447091016255132,3.6121806173007394,2.053011449667906,5.190190263699628
2023-01-01 21:00:00,7.719062630680804,-7.467438431814659,1.51110215329647,2.575300556112314,5.04779406215788
2023-01-01 22:00:00,8.213733059718923,-7.961332208548571,3.3501424223326475,2.612602358195746,6.046579235112595
2023-01-01 23:00:00,5.130252148861104,-9.37827645215338,2.023587183367586,3.586085226050212,3.7910292172803537
2023-01-02 00:00:00,6.32403046789376,-8.252356447694714,1.2987184441601385,2.2328010182207607,4.319628939077997
2023-01-02 01:00:00,6.473522218244006,-7.915039551062899,0.35166361931558643,2.5574271391434005,6.0065660060633395
2023-01-02 02:00:00,4.779546082428355,-8.970749937342797,2.469374251499003,2.6509660465880494,4.105357942985629
2023-01-02 03:00:00,6.696747366518072,-8.70363364765517,0.7462564348752412,2.834111980546557,3.45370619871233
2023-01-02 04:00:00,5.415295053193335,-7.625052471432111,1.055737370319344,4.661222921143365,4.42752120939542
2023-01-02 05:00:00,4.230577396893457,-9.951218425433773,1.627393657084575,3.6913688709133687,0.7788597380758439
2023-01-02 06:00:00,0.8799548074859598,-7.487619006485338,-0.37271038830770276,3.9804942718936127,0.4655683070946712
2023-01-02 07:00:00,1.6177315078147532,-9.111471892727119,-0.4327870334980655,2.0721182650094616,0.0
2023-01-02 08:00:00,2.5362292786632095,-5.912189486495489,0.4042023556745873,3.9220515555033106,1.5829937585059606
2023-01-02 09:00:00,1.0626845492669745,-7.806873988435615,-0.9305174749002089,4.6941971040207875,0.5985812128277263
2023-01-02 10:00:00,1.872215436744889,-6.27280612647029,-0.04705323589477828,2.512853812439145,0.0
2023-01-02 11:00:00,-0.2359685751502617,-6.372342646422744,-1.2123574810329547,2.0377331163792065,0.0
2023-01-02 12:00:00,1.3966673535703096,-6.585492231940295,-2.2020632602934,3.376098813334073,0.0
2023-01-02 13:00:00,0.25414402958460697,-3.3825000723735044,-1.8904330354489773,3.8350542101297034,0.0
2023-01-02 14:00:00,2.4934860337351767,-3.1172496788497543,-0.3350580701042325,4.124707986543358,0.0
2023-01-02 15:00:00,-0.08471736207030978,-3.4120829579253877,-3.01664731349082,4.322308173945382,0.0
2023-01-02 16:00:00,-2.74614369109642,-2.7558701445056792,-1.8788467835033293,2.310032789742811,0.07106856041496235
2023-01-02 17:00:00,-2.2935116743433452,-1.3404200872497831,-2.164779659566719,4.734349811710899,1.5869533493419512
2023-01-02 18:00:00,-2.424307253270836,-1.3212734707792593,-1.5253486318150586,4.199259002785007,0.5418696549406081
